,daily_return,total assets
161,-0.007933773141620483,111698.03536712097
162,-0.0006598158430291241,111624.33523375052
163,-0.004934376726753661,111073.53871183375
164,-0.0069167891607406105,110305.26646322664
165,0.005768128046534953,110941.52136439369
166,-0.008659362223926874,109980.83854522588
167,0.007129656961311091,110764.96419637068
168,-0.002254751487164696,110515.21672862317
169,-0.004821513120544691,109982.36616114627
170,-0.01575534941375142,108249.55555292626
171,-0.0016847726933409686,108067.1796576644
172,0.008804791905878004,109018.68868640526
173,0.013423906829928174,110482.14540605251
174,0.0005881497122150944,110547.12544807799
175,0.0010601659331154355,110664.32374448188
176,-0.013573926990991303,109162.17429346686
177,0.00333255715891889,109525.9634788917
178,-0.014058497371030714,107986.1930092641
179,0.013280639593311307,109420.31871967389
180,-0.007063042932888284,108647.47831082651
181,0.00685764358761385,109392.54399377517
182,0.002172089733098093,109630.15441546153
183,0.008748058484394462,110589.20541794118
184,-0.0006974213777804817,110512.07814193095
185,-0.006485576055534588,109795.34365408627
186,-0.004309555904785876,109322.17448252381
187,-0.0006681118867455635,109249.13503826717
188,0.014717953285463728,110857.0587042377
189,0.006960578482466891,111628.68796168399
190,-0.0025306683712885405,111346.19277173092
191,0.007506436189394695,112182.00586270395
192,0.005839315063004555,112837.0719393361
193,-0.0017573772334902734,112638.77463801621
194,-0.001245846378092425,112498.44402860067
195,0.0017556408423035008,112695.95089163288
196,-0.0008295891296035236,112602.45955582285
197,-0.007978513516818043,111704.05931022976
198,0.0075015878987320156,112542.01712979062
199,0.0025549968075658344,112829.56162427425
200,0.0029921746819720346,113167.16738194441
201,0.003672106137930189,113582.72923189982
202,0.003883586974713428,114023.83763969723
203,-0.00026828330029105853,113993.2469482234
204,0.0046712480152264375,114525.7376767795
205,0.0014010295756639686,114686.19162243941
206,-0.0030239122695366427,114339.39064044588
207,-0.0042150280828975395,113857.44689791501
208,-0.004501787137555102,113344.88490795511
209,0.0024167781117564523,113618.81434488021
210,0.0003992644422927158,113664.17829742358
211,-0.001761248813937211,113463.9873982101
212,-0.00621050445330252,112759.31879918405
213,-0.0039020284727471774,112319.32872666206
214,-0.007462571130417665,111481.13774671858
215,0.003245225049764528,111842.91912751048
216,0.004867636451806399,112387.32979753199
217,-0.00012850198462367987,112372.88780260645
218,-0.02295190445410881,109793.71601852874
219,0.0038050466176540766,110211.48622630471
220,-0.017856210697672167,108243.52670694422
221,-0.011852634347227208,106960.55576443249
222,0.016040747828116528,108676.28306700494
223,0.00148961466619306,108838.1688521289
224,0.017602865226006743,110754.0324698783
225,0.011086538116955995,111981.91127246218
226,0.0004071166926596939,112027.50097781714
227,3.248828226146258e-05,112031.14055888995
228,0.006803743374527259,112793.37168920823
229,-0.0053867176111486266,112185.78564750914
230,-0.0010063154009920237,112072.89136363966
231,0.008919697398669805,113072.54764119732
232,0.0013272443684930813,113222.62254328527
233,-0.013011394393309535,111749.43834712976
234,-0.010036862043756582,110627.82465097234
235,0.014557762645973195,112238.31826428154
236,0.005882047846746862,112898.50942255044
237,0.004580372229313183,113415.62661984035
238,0.008824417376421008,114416.45344614214
239,0.0034087317142136985,114806.46843963186
240,0.002097211850132897,115047.24192571537
241,-0.0019177530867959603,114826.60972238496
242,-0.0009348601425296819,114719.2629016537
